Title,Genre,Artist,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Houdini,disco,Foster the People,5Fli1xRi01bvCjsZvKWro0,Houdini,Torches,70.0,N,2011-05-23,0.632,0.908,-3.511,0.0458,0.00762,0.000172,0.167,0.764,8.0,1.0,110.024,202467.0
Feel It Still,disco,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Woodstock,78.0,N,2017-06-16,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,1.0,0.0,79.028,163253.0
D.A.N.C.E.,disco,Justice,33yAEqzKXexYM3WlOYtTfQ,D.A.N.C.E,Justice,65.0,N,2007-06-11,0.613,0.962,-5.07,0.278,0.034,0.0,0.824,0.496,6.0,0.0,113.015,242267.0
Break My Heart,disco,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Future Nostalgia,75.0,N,2020-03-27,0.73,0.729,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,4.0,0.0,113.011,221820.0
Don't Stop 'Til You Get Enough,disco,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Off the Wall,74.0,N,1979-08-10,0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,11.0,1.0,118.881,365467.0
You Spin Me Round (Like a Record),disco,Dead or Alive,1ChulFMnwxoD74Me8eX2TU,You Spin Me Round (Like a Record),Evolution: The Hits,72.0,N,1983,0.554,0.963,-3.762,0.035,0.000244,0.0702,0.431,0.918,6.0,0.0,128.175,195147.0
Mr. Brightside,indie,The Killers,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,Hot Fuss,86.0,N,2004,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,1.0,1.0,148.033,222973.0
Creep,indie,Radiohead,70LcF31zb1H0PyJoS1Sx1r,Creep,Pablo Honey,86.0,N,1993-02-22,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,7.0,1.0,91.844,238640.0
Feel Good Inc.,indie,Gorillaz,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Demon Days,82.0,N,2005-05-23,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,6.0,1.0,138.559,222640.0
Yellow,indie,Coldplay,3AJwUDP919kvQ9QcozQPxg,Yellow,Parachutes,89.0,N,2000-07-10,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,11.0,1.0,173.372,266773.0
Viva la Vida,indie,Coldplay,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Viva La Vida or Death and All His Friends,86.0,N,2008-05-26,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,5.0,0.0,138.015,242373.0
Karma Police,indie,Radiohead,63OQupATfueTdZMWTxW03A,Karma Police,OK Computer,77.0,N,1997-05-28,0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,7.0,1.0,74.807,264067.0
No Surprises,indie,Radiohead,10nyNJ6zNy2YVYLrcwLccB,No Surprises,OK Computer,82.0,N,1997-05-28,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,5.0,1.0,76.426,229120.0
Take Me Out,indie,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,81.0,N,2004-02-16,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,4.0,0.0,104.561,237027.0
Seven Nation Army,indie,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,Elephant,83.0,N,2003-04-01,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,4.0,0.0,123.596,232107.0
The Scientist,indie,Coldplay,75JFxkI2RXiU7L9VXzMkle,The Scientist,A Rush of Blood to the Head,85.0,N,2002-08-27,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,5.0,1.0,146.277,309600.0
Kids,indie,MGMT,1jJci4qxiYcOHhQR247rEU,Kids,Oracular Spectacular,77.0,N,2007-12-14,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,9.0,1.0,122.961,302840.0
Somebody Told Me,indie,The Killers,6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,Hot Fuss,80.0,N,2004,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,10.0,0.0,138.081,197200.0
Wonderwall,indie,Oasis,1qPbGZqppFwLwcBC1JQ6Vr,Wonderwall,(What's The Story) Morning Glory?,72.0,N,1995-10-02,0.41,0.854,-5.609,0.0366,0.00236,0.0,0.133,0.456,2.0,1.0,174.584,258907.0
Pumped Up Kicks,indie,Foster the People,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Torches,85.0,N,2011-05-23,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,5.0,0.0,127.975,239600.0
Sex on Fire,indie,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Only By The Night,84.0,N,2008-09-23,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,9.0,1.0,153.398,203347.0
Do I Wanna Know?,indie,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,AM,85.0,N,2013-09-09,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,5.0,1.0,85.03,272394.0
Clocks,indie,Coldplay,0BCPKOYdS2jbQ8iyB56Zns,Clocks,A Rush of Blood to the Head,82.0,N,2002-08-27,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,5.0,0.0,130.97,307880.0
Electric Feel,indie,MGMT,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,Oracular Spectacular,79.0,N,2007-12-14,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,1.0,1.0,103.04,229640.0
Sweater Weather,indie,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,91.0,N,2013-04-22,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,10.0,1.0,124.053,240400.0
Supermassive Black Hole,indie,Muse,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Black Holes and Revelations,78.0,N,2006-06-19,0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,7.0,1.0,120.0,212440.0
505,indie,Arctic Monkeys,58ge6dfP91o9oXMzq3XkIS,505,Favourite Worst Nightmare (Standard Version),80.0,N,2007-04-24,0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,0.0,1.0,140.267,253587.0
Fix You,indie,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,X&Y,83.0,N,2005-06-07,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,3.0,1.0,138.178,295533.0
Somebody That I Used To Know,indie,Gotye,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Making Mirrors,74.0,Y,2011-01-01,0.864,0.495,-7.036,0.037,0.591,0.000133,0.0992,0.72,0.0,1.0,129.062,244973.0
Why'd You Only Call Me When You're High?,indie,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,AM,85.0,N,2013-09-09,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,2.0,1.0,92.004,161124.0
Clint Eastwood,indie,Gorillaz,7yMiX7n9SBvadzox8T5jzT,Clint Eastwood,Gorillaz,69.0,N,2001,0.663,0.694,-8.627,0.171,0.0253,0.0,0.0698,0.525,10.0,0.0,167.953,340920.0
Time to Pretend,indie,MGMT,4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,Oracular Spectacular,75.0,N,2007-12-14,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,2.0,1.0,100.99,261000.0
Reptilia,indie,The Strokes,57Xjny5yNzAcsxnusKmAfA,Reptilia,Room On Fire,75.0,N,2003-10-28,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,9.0,1.0,158.009,219827.0
Paranoid Android,indie,Radiohead,6LgJvl0Xdtc73RJ1mmpotq,Paranoid Android,OK Computer,68.0,N,1997-05-28,0.251,0.848,-6.501,0.0579,0.0377,0.00591,0.0545,0.207,5.0,1.0,163.709,387213.0
Fluorescent Adolescent,indie,Arctic Monkeys,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Favourite Worst Nightmare (Standard Version),69.0,N,2007-04-24,0.646,0.813,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,6.0,0.0,112.115,173493.0
The Less I Know the Better,indie,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Currents,84.0,N,2015-07-17,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,4.0,1.0,116.879,216320.0
Summertime Sadness,indie,Lana Del Rey,2dBwB667LHQkLhdYlwLUZK,Summertime Sadness,Born To Die - The Paradise Edition,66.0,N,2012-11-12,0.565,0.654,-6.826,0.0335,0.0542,1.8e-06,0.122,0.235,1.0,0.0,111.968,265427.0
Chasing Cars,indie,Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,Eyes Open,79.0,N,2006-01-01,0.561,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,9.0,1.0,104.006,267960.0
Losing My Religion,indie,R.E.M.,31AOj9sFz2gM0O3hMARRBx,Losing My Religion,Out Of Time (25th Anniversary Edition),83.0,N,1991-03-12,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,9.0,0.0,125.639,268427.0
Dog Days Are Over,indie,Florence + the Machine,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Lungs (Deluxe Edition),73.0,N,2009,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,7.0,1.0,149.954,251840.0
Somewhere Only We Know,indie,Keane,6uNP8aOZphmhsYlOwRhNh1,Somewhere Only We Know,Somewhere Only We Know,60.0,N,2004-01-01,0.456,0.644,-5.317,0.0253,0.0794,1.07e-06,0.0796,0.381,9.0,1.0,172.233,238787.0
High and Dry,indie,Radiohead,2a1iMaoWQ5MnvLFBDv4qkf,High and Dry,The Bends,76.0,N,1995-03-13,0.419,0.383,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,4.0,1.0,87.568,257480.0
When You Were Young,indie,The Killers,70wYA8oYHoMzhRRkARoMhU,When You Were Young,Sam's Town,75.0,N,2006-09-27,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,11.0,1.0,130.433,220427.0
I Wanna Be Yours,indie,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,AM,91.0,N,2013-09-09,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,0.0,0.0,67.528,183956.0
Paper Planes,indie,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,Paper Planes,Kala,75.0,N,2007-08-20,0.447,0.848,-6.175,0.222,0.033,7.46e-05,0.65,0.485,2.0,1.0,172.253,205200.0
Someday,indie,The Strokes,7hm4HTk9encxT0LYC0J6oI,Someday,Is This It,71.0,N,2001-07-30,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,9.0,1.0,106.035,183440.0
Use Somebody,indie,Kings of Leon,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Only By The Night,78.0,N,2008-09-23,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,0.0,1.0,137.028,230760.0
I Bet You Look Good on the Dancefloor,indie,Arctic Monkeys,3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,"Whatever People Say I Am, That's What I'm Not",73.0,N,2006-01-29,0.535,0.948,-4.19,0.0356,0.00225,0.0,0.376,0.778,6.0,0.0,103.183,173680.0
Video Games,indie,Lana Del Rey,24jvD83UgLmrdGjhWTFslY,Video Games,Born To Die - The Paradise Edition,64.0,N,2012-11-12,0.236,0.249,-9.595,0.0348,0.811,1e-06,0.087,0.181,6.0,0.0,72.847,281960.0
Boys Don't Cry,indie,The Cure,2RKDbMwtJgKc76H9oPo7Cl,Boys Don't Cry,Greatest Hits,57.0,N,2001-11-13,0.463,0.853,-6.24,0.0706,0.0101,0.0,0.107,0.69,11.0,0.0,169.574,157053.0
DARE,indie,Gorillaz,4Hff1IjRbLGeLgFgxvHflk,DARE,Demon Days,76.0,N,2005-05-23,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,11.0,0.0,120.264,245000.0
Buddy Holly,indie,Weezer,3mwvKOyMmG77zZRunnxp9E,Buddy Holly,Weezer,75.0,N,1994-05-10,0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,8.0,1.0,121.138,159227.0
Song 2,indie,Blur,3GfOAdcoc3X5GPiiXmpBjK,Song 2,Blur: The Best Of,66.0,N,2000-10-23,0.658,0.709,-6.736,0.0904,0.00188,0.00447,0.0657,0.855,8.0,1.0,129.701,121880.0
Linger,indie,The Cranberries,0gEyKnHvgkrkBM6fbeHdwK,Linger,"Everybody Else Is Doing It, So Why Can't We?",84.0,N,1993-03-01,0.439,0.434,-14.918,0.0265,0.0783,5.18e-05,0.14,0.204,7.0,1.0,94.843,274707.0
Island in the Sun,indie,Weezer,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,78.0,N,2001-05-15,0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,4.0,0.0,114.622,200307.0
Where Is My Mind?,indie,Pixies,0KzAbK6nItSqNh8q70tb0K,Where Is My Mind?,Death to the Pixies,72.0,N,1997-10-06,0.513,0.442,-13.529,0.0343,0.00731,0.000838,0.0878,0.243,4.0,1.0,81.201,229227.0
Rolling in the Deep,soul,Adele,1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,21,78.0,N,2011-01-24,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,8.0,1.0,104.948,228093.0
Back to Black,soul,Amy Winehouse,30FURVTCpbKyykjSEQzGkH,Back To Black,Back To Black,70.0,N,2006-10-27,0.49,0.725,-3.304,0.0392,0.123,2.68e-05,0.0983,0.335,10.0,1.0,123.28,240440.0
Pink + White,soul,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,Pink + White,Blonde,87.0,N,2016-08-20,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,9.0,1.0,159.94,184516.0
Someone Like You,soul,Adele,1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,21,78.0,N,2011-01-24,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,9.0,1.0,135.187,285240.0
Crazy,soul,Gnarls Barkley,6o1l9I0faXJN2iqulHrdCQ,Crazy,St. Elsewhere,71.0,N,2006-05-02,0.836,0.741,-1.609,0.0339,0.0172,0.0583,0.0826,0.611,8.0,1.0,111.963,182066.0
Take Me to Church,soul,Hozier,1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier (Expanded Edition),80.0,N,2014-09-19,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,4.0,0.0,128.945,241693.0
Rehab,soul,Amy Winehouse,1L5tZi0izXsi5Kk5OJf4W0,Rehab,Back To Black,62.0,N,2006-10-27,0.434,0.872,-2.974,0.0702,0.0473,1.83e-06,0.396,0.732,0.0,1.0,71.515,213760.0
Thinkin Bout You,soul,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,channel ORANGE,84.0,N,2012-07-10,0.721,0.339,-11.195,0.0532,0.409,0.00153,0.0973,0.2,0.0,1.0,129.83,200747.0
September,soul,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs,September,"The Best Of Earth, Wind & Fire Vol. 1",74.0,N,1978-11-23,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,9.0,1.0,125.926,215093.0
Set Fire to the Rain,soul,Adele,73CMRj62VK8nUS4ezD2wvi,Set Fire to the Rain,21,78.0,N,2011-01-24,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,2.0,0.0,107.993,242974.0
Kill Bill,soul,SZA,3OHfY25tqY28d16oZczHc8,Kill Bill,SOS,78.0,N,2022-12-09,0.644,0.728,-5.75,0.0351,0.0543,0.169,0.161,0.43,8.0,1.0,88.993,153947.0
Halo,soul,Beyoncé,4JehYebiI9JE8sR8MisGVb,Halo,I AM...SASHA FIERCE,72.0,N,2008-11-17,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,11.0,0.0,79.983,261640.0
Dark Red,soul,Steve Lacy,3EaJDYHA0KnX88JvDhL9oa,Dark Red,Dark Red,85.0,N,2017-02-20,0.603,0.784,-4.023,0.062,0.446,8.32e-06,0.119,0.769,6.0,1.0,172.041,173104.0
You Know I'm No Good,soul,Amy Winehouse,4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,Back To Black,64.0,N,2006-10-27,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,9.0,1.0,103.383,256947.0
Lost,soul,Frank Ocean,3GZD6HmiNUhxXYf8Gch723,Lost,channel ORANGE,81.0,N,2012-07-10,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,8.0,1.0,123.061,234093.0
Redbone,soul,Childish Gambino,0WtDGnWL2KrMCk0mI1Gpwz,Redbone,"""Awaken, My Love!""",80.0,N,2016-12-02,0.745,0.353,-10.614,0.0983,0.174,0.00662,0.118,0.598,1.0,1.0,160.111,326933.0
Earfquake,soul,"Tyler, the Creator",5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,IGOR,80.0,N,2019-05-17,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,9.0,1.0,79.635,190067.0
Bound 2,soul,Kanye West,3sNVsP50132BTNlImLx70i,Bound 2,Yeezus,81.0,N,2013-06-18,0.367,0.665,-2.821,0.0465,0.145,0.0,0.113,0.31,1.0,1.0,148.913,229147.0
Die For You,soul,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,Starboy,79.0,N,2016-11-25,0.586,0.525,-7.163,0.0616,0.111,0.0,0.134,0.507,1.0,0.0,133.63,260253.0
Ain't No Sunshine,soul,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Just As I Am,82.0,N,1971-05-01,0.527,0.415,-11.451,0.122,0.457,1.72e-05,0.117,0.515,4.0,0.0,78.169,125093.0
I Want You Back,soul,The Jackson 5,5LxvwujISqiB8vpRYv887S,I Want You Back,Diana Ross Presents The Jackson 5,75.0,N,1969-12-18,0.469,0.538,-13.559,0.0575,0.305,0.000114,0.37,0.885,8.0,1.0,196.606,176333.0
All The Stars (with SZA),soul,Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,86.0,Y,2018-02-09,0.695,0.633,-4.946,0.0599,0.0612,0.000195,0.0926,0.557,8.0,1.0,96.782,232187.0
When I Was Your Man,soul,Bruno Mars,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Unorthodox Jukebox,88.0,N,2012-12-07,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,0.0,1.0,72.795,213827.0
Ivy,soul,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,Ivy,Blonde,83.0,N,2016-08-20,0.575,0.386,-9.584,0.037,0.785,0.000289,0.229,0.466,9.0,0.0,116.408,249191.0
Save Your Tears,soul,The Weeknd,5QO79kh1waicV47BqGRL3g,Save Your Tears,After Hours,84.0,N,2020-03-20,0.679,0.825,-5.487,0.0309,0.0212,1.21e-05,0.543,0.644,0.0,1.0,118.049,215627.0
Careless Whisper,soul,George Michael,5WDLRQ3VCdVrKw0njWe5E5,Careless Whisper,Ladies & Gentlemen,77.0,N,1998-11-09,0.575,0.643,-8.854,0.0331,0.136,1.65e-06,0.249,0.789,2.0,0.0,152.854,300107.0
Chasing Pavements,soul,Adele,56pHllZT7QOacB0bP56ofx,Chasing Pavements,19,69.0,N,2008-01-28,0.616,0.47,-6.092,0.0253,0.291,0.0,0.111,0.325,5.0,0.0,80.03,210507.0
No Scrubs,soul,TLC,1KGi9sZVMeszgZOWivFpxs,No Scrubs,Fanmail,82.0,N,1999-02-23,0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,8.0,0.0,92.909,214400.0
Tears Dry on Their Own,soul,Amy Winehouse,7MDfN1ldfTMtuXXdVz2Pzc,Tears Dry On Their Own,Back To Black (Deluxe Edition),74.0,N,2006,0.634,0.543,-13.391,0.182,0.525,0.0,0.232,0.468,1.0,0.0,121.56,186440.0
Rock Your Body,soul,Justin Timberlake,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justified,79.0,N,2002-11-04,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,4.0,0.0,100.972,267267.0
You've Got the Love,soul,Florence + the Machine,6u9RqxALwkjJ1ukB1y8vuP,You've Got The Love,Lungs (Deluxe Edition),63.0,N,2009,0.574,0.704,-4.72,0.0319,0.00455,0.0,0.107,0.368,6.0,1.0,109.999,168667.0
PRIDE.,soul,Kendrick Lamar,6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,DAMN.,82.0,N,2017-04-14,0.665,0.535,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,4.0,0.0,138.842,275253.0
Slow dancing in the dark,soul,Joji,6rY5FAWxCdAGllYEOZMbjW,SLOW DANCING IN THE DARK,BALLADS 1,79.0,N,2018-10-26,0.517,0.479,-7.458,0.0261,0.544,0.00598,0.191,0.284,3.0,1.0,88.968,209274.0
Bad Habit,soul,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Gemini Rights,81.0,N,2022-07-15,0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,1.0,1.0,168.946,232067.0
Blue Jeans,soul,Lana Del Rey,2lFTzUnuGaWlWHJQokjRyb,Blue Jeans,Born To Die - The Paradise Edition,56.0,N,2012-11-12,0.558,0.837,-4.405,0.0633,0.418,0.0,0.0821,0.488,3.0,1.0,117.963,209440.0
Irreplaceable,soul,Beyoncé,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,B'Day Deluxe Edition,69.0,N,2007-05-29,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,7.0,0.0,175.868,227853.0
nights,soul,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,Nights,Blonde,78.0,N,2016-08-20,0.457,0.551,-9.36,0.167,0.427,1.15e-06,0.113,0.428,5.0,0.0,89.87,307151.0
Stand By Me,soul,Ben E. King,3SdTKo2uVsxFblQjpScoHy,Stand By Me,Don't Play That Song (Mono),76.0,N,1962-08-20,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,9.0,1.0,118.068,180056.0
My Girl,soul,The Temptations,745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations Sing Smokey,80.0,N,1965-03-22,0.574,0.418,-10.739,0.0345,0.636,0.0,0.0961,0.692,0.0,1.0,104.57,165000.0
Watermelon Sugar,soul,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,83.0,N,2019-12-13,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,0.0,1.0,95.39,174000.0
telepatía,soul,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,telepatía,Sin Miedo (del Amor y Otros Demonios) ∞,81.0,N,2020-12-04,0.653,0.524,-9.016,0.0502,0.112,0.0,0.203,0.553,11.0,0.0,83.97,160191.0
Ain't No Mountain High Enough,soul,Marvin Gaye,7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,United,84.0,Y,1967-08-29,0.663,0.6,-10.87,0.032,0.43,0.0,0.184,0.797,7.0,1.0,129.987,151667.0
Put Your Records On,soul,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,78.0,N,2006-01-01,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,9.0,1.0,96.038,215360.0
American Boy,soul,Estelle,6etwirSInfuJrSOlogS6Sh,American Boy,Shine,77.0,Y,2008-03-28,0.693,0.729,-2.99,0.378,0.171,0.0,0.07,0.521,0.0,1.0,117.848,284733.0
Say My Name,soul,Destiny's Child,7H6ev70Weq6DdpZyyTmUXk,Say My Name,The Writing's On The Wall,79.0,N,1999-07-27,0.713,0.678,-3.525,0.102,0.273,0.0,0.149,0.734,5.0,0.0,138.009,271333.0
Are We Still Friends?,soul,"Tyler, the Creator",5TxRUOsGeWeRl3xOML59Ai,ARE WE STILL FRIENDS?,IGOR,79.0,N,2019-05-17,0.216,0.497,-8.025,0.0371,0.128,2.39e-06,0.111,0.313,10.0,1.0,187.308,265480.0
Novacane,soul,Frank Ocean,4osgfFTICMkcGbbigdsa53,Novacane,Novacane,80.0,N,2011-01-01,0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.16,0.37,3.0,1.0,93.51,302347.0
Bleeding Love,soul,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Spirit,74.0,N,2007,0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,5.0,1.0,104.036,262467.0
That's What I Like,soul,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,24K Magic,86.0,N,2016-11-17,0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,1.0,1.0,134.066,206693.0
Call Out My Name,soul,The Weeknd,09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,"My Dear Melancholy,",84.0,N,2018-03-30,0.461,0.593,-4.954,0.0356,0.165,0.0,0.307,0.174,1.0,1.0,134.165,228373.0
One More Time,house,Daft Punk,0DiWol3AO6WpXZgp0goxAV,One More Time,Discovery,75.0,N,2001-03-12,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,2.0,1.0,122.746,320357.0
"Harder, Better, Faster, Stronger",house,Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Discovery,69.0,N,2001-03-12,0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,6.0,0.0,123.474,224693.0
Wake Me Up,house,Avicii,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,True,84.0,N,2013-01-01,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,2.0,1.0,124.08,247427.0
Around the World,house,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,Around the World,Homework,71.0,N,1997-01-17,0.956,0.795,-5.311,0.15,0.00356,0.889,0.0906,0.841,7.0,1.0,121.294,429533.0
Borderline,house,Tame Impala,5hM5arv9KDbCHS0k9uqwjr,Borderline,The Slow Rush,80.0,N,2020-02-14,0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,5.0,0.0,97.96,237800.0
Titanium (feat. Sia),house,David Guetta,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),Nothing but the Beat 2.0,70.0,Y,2011-08-24,0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,0.0,0.0,126.06,245040.0
Something About Us,house,Daft Punk,1NeLwFETswx8Fzxl2AFl91,Something About Us,Discovery,68.0,N,2001-03-12,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,9.0,0.0,99.958,232667.0
Digital Love,house,Daft Punk,2VEZx7NWsZ1D0eJ4uv5Fym,Digital Love,Discovery,64.0,N,2001-03-12,0.644,0.664,-8.398,0.0332,0.048,0.867,0.342,0.53,9.0,1.0,124.726,301373.0
