album_comments,album_favorites,album_listens,album_tracks,artist_comments,artist_favorites,track_bit_rate,track_comments,track_date_created,track_duration,track_favorites,track_interest,track_listens,track_number,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_discovery,artist_familiarity,artist_hotttnesss,song_currency,song_hotttnesss,genre_top_isna,genre_top_name,genre_top_level_name,album_len,artist_len,track_title_len
0,1,13772,13,0,1,320000,0,2009-06-10 07:27:15,237,4,3666,3278,13,0.1532067557,0.6174810926,0.3153111219,0.8884627257,0.1314473564,0.0326646018,137.044,0.0578583589,0.4360829509,0.511711,0.532762,0.0,0.0,False,Electronic,Electronic,12,7,4
0,0,5046,15,0,2,320000,0,2009-06-10 08:00:41,500,2,534,340,2,0.0052776239,0.7171156603,0.4921914192,0.8860629146,0.1756379843,0.0883651702,54.001,0.1514398757,0.3510213066,0.25773,0.366705,0.0,0.0,False,Electronic,Electronic,9,10,14
0,0,5046,15,0,2,320000,0,2009-06-10 08:00:42,457,2,2265,1917,3,0.0009481695,0.6723738747,0.4290755285,0.8811145769,0.1047348035,0.141690128,84.003,0.1110507436,0.3510213066,0.25773,0.366705,0.0005,0.03855,False,Electronic,Electronic,9,10,13
0,0,5046,15,0,2,320000,0,2009-06-10 08:00:42,396,1,457,252,4,0.0911068668,0.7894992778,0.5699477413,0.8966708606,0.1376524761,0.1143149846,125.997,0.2700130824,0.3510213066,0.25773,0.366705,0.0,0.0,False,Electronic,Electronic,9,10,33
0,0,5046,15,0,2,-1,0,2009-06-10 08:00:43,377,2,1831,1571,5,0.0002406951,0.8411474862,0.5325911305,0.8912941832,0.2401378097,0.1060428066,127.953,0.0996949073,0.3510213066,0.25773,0.366705,0.0,0.0,False,Electronic,Electronic,9,10,27
0,0,1373,11,0,0,320000,0,2009-06-10 08:08:13,320,1,588,408,1,0.0062146834,0.7963688077,0.5026638333,0.8261838955,0.1833961107,0.1148173494,119.997,0.211292855,0.1851676758,0.223415,0.193441,0.0,0.0,False,Electronic,Electronic,24,9,20
0,0,1373,11,0,0,320000,0,2009-06-10 08:39:12,430,1,540,324,2,0.0001394384,0.5549070445,0.6548620072,0.8813994583,0.0783285735,0.1764091553,187.909,0.3801569626,0.1851676758,0.223415,0.193441,0.00025,0.0385,False,Electronic,Electronic,24,9,17
0,0,1373,11,0,0,320000,0,2009-06-10 08:39:15,384,2,557,344,3,0.0001184722,0.8131669316,0.3888422449,0.899707484,0.354529695,0.0831343234,119.984,0.1758689778,0.1851676758,0.223415,0.193441,0.00025,0.0385,False,Electronic,Electronic,24,9,16
0,2,13514,46,0,1,256000,0,2009-06-10 08:48:46,459,2,802,507,3,0.0002247931,0.6556957623,0.7402448612,0.8925874859,0.066547758,0.2309257743,83.984,0.8262590808,0.3276122283,0.310674,0.34225,0.0,0.0,False,Electronic,Electronic,12,12,9
0,2,13514,46,0,0,256000,0,2009-06-10 08:48:47,438,2,2793,2496,4,0.000849904,0.7638888771,0.5413504857,0.9326285103,0.097045513,0.1058779313,126.924,0.2424322545,0.2880163778,0.339562,0.300885,0.00075,0.075459,False,Electronic,Electronic,12,7,20
0,2,13514,46,0,0,256000,0,2009-06-10 08:48:49,400,2,645,412,7,0.0010515244,0.7826526321,0.784445036,0.8920758792,0.1089989807,0.0736751841,127.977,0.8420207571,0.4317196888,0.354448,0.451009,0.0,0.0,False,Electronic,Electronic,12,4,3
0,2,13514,46,0,1,256000,0,2009-06-10 08:48:50,402,4,848,553,8,0.0001335049,0.8283044618,0.4370056032,0.9246820422,0.1145154748,0.0565062721,126.001,0.1722178496,0.3276122283,0.310674,0.34225,0.0,0.0,False,Electronic,Electronic,12,12,7
0,2,13514,46,0,0,256000,0,2009-06-10 08:48:51,458,6,979,661,9,0.0014902873,0.8014841506,0.550821769,0.9239255763,0.1049417396,0.083837475,127.999,0.3830017831,0.3785754232,0.414635,0.403481,0.0,0.0,False,Electronic,Electronic,12,4,10
0,2,13514,46,0,0,256000,0,2009-06-10 08:48:51,401,4,6833,6482,10,2.87537e-05,0.5427369631,0.5003709539,0.9200872347,0.0752198058,0.0485174833,125.082,0.0522069934,0.2880163778,0.339562,0.300885,0.0005,0.0598,False,Electronic,Electronic,12,7,7
0,2,13514,46,0,0,256000,0,2009-06-10 08:48:52,344,3,595,413,11,0.0003801078,0.8269629879,0.1669381579,0.9165251356,0.0883059716,0.1499223749,123.989,0.1097119951,0.4317196888,0.354448,0.451009,0.0,0.0,False,Electronic,Electronic,12,4,11
0,2,13514,46,0,0,256000,0,2009-06-10 08:52:10,472,1,999,656,2,0.0006535123,0.8074138243,0.7045809781,0.9249020592,0.1095630238,0.0875997787,127.992,0.2305258237,0.3785754232,0.414635,0.403481,0.0,0.0,False,Electronic,Electronic,12,4,4
0,1,2463,5,1,5,256000,0,2009-06-10 09:07:25,315,3,665,539,1,0.0436415508,0.8483669825,0.4149302032,0.8883783768,0.0775561944,0.0670711019,124.011,0.4141916264,0.4442580312,0.422206,0.478427,5.55556e-05,0.04028,False,Electronic,Electronic,25,13,16
0,1,2463,5,1,5,256000,0,2009-06-10 09:07:27,275,5,6212,841,3,0.6313103879,0.647836109,0.4808070732,0.9559855648,0.1104051763,0.2066663002,213.804,0.2392267194,0.4442580312,0.422206,0.478427,0.0,0.0,False,Electronic,Electronic,25,13,16
0,1,2463,5,1,5,256000,0,2009-06-10 09:07:27,367,3,449,505,4,0.0001011114,0.8035713617,0.3836947221,0.9263333611,0.1022229986,0.0822931787,123.993,0.4581174671,0.4442580312,0.422206,0.478427,0.0,0.0,False,Electronic,Electronic,25,13,37
0,2,13514,46,0,1,256000,0,2009-06-10 09:09:40,511,1,789,522,5,4.27326e-05,0.7653897551,0.4864754786,0.9222389479,0.1075476126,0.070071928,130.047,0.347688213,0.4450960314,0.326906,0.464983,0.0,0.0,False,Electronic,Electronic,12,5,19
0,1,2463,5,1,5,256000,0,2009-06-10 10:23:57,365,4,701,586,2,0.2452335734,0.5166100938,0.3614026614,0.9139663942,0.0946468877,0.2343456314,117.402,0.5411558811,0.4442580312,0.422206,0.478427,0.0,0.04819,False,Electronic,Electronic,25,13,25
0,0,8932,9,0,0,256000,0,2009-06-10 10:33:50,352,1,2069,1843,2,0.7465961021,0.7797853559,0.7136528878,0.8675447914,0.1104726235,0.0846152699,120.007,0.2011000159,0.4284816266,0.422764,0.461791,0.0,0.0,False,Electronic,Electronic,14,5,35
0,0,8932,9,0,0,256000,0,2009-06-10 10:33:50,262,4,2409,2142,4,0.7425642783,0.3080641299,0.3336830261,0.9618027377,0.4508860657,0.0418917039,110.231,0.115872878,0.4284816266,0.422764,0.461791,0.0,0.0,False,Electronic,Electronic,14,5,36
0,0,8932,9,0,0,256000,0,2009-06-10 10:33:52,369,3,1888,1601,5,0.2265707929,0.4423016724,0.8724971789,0.9801570484,0.0939095191,0.0454274795,27.493,0.5278657075,0.4284816266,0.422764,0.461791,0.0,0.0,False,Electronic,Electronic,14,5,36
0,0,8932,9,0,0,256000,0,2009-06-10 10:33:52,314,2,621,519,6,0.1050660013,0.6223229497,0.6874155078,0.9418021371,0.0966283878,0.0536976032,120.062,0.1058376284,0.3450098974,0.268914,0.360425,0.0,0.0,False,Electronic,Electronic,14,5,14
0,0,8932,9,0,0,256000,0,2009-06-10 10:46:56,320,0,1887,1599,3,0.0833393264,0.7950374063,0.4832424006,0.9328543733,0.2496277171,0.0882291636,122.001,0.1797442446,0.4284816266,0.422764,0.461791,0.0,0.0,False,Electronic,Electronic,14,5,32
0,1,4217,6,0,1,320000,0,2009-06-10 10:48:05,324,4,1991,1478,1,0.1101214604,0.7982198059,0.7265486943,0.9151484398,0.0855650726,0.3664984963,125.066,0.5006860148,0.4539993227,0.433799,0.496783,0.0,0.011682,False,Electronic,Electronic,31,11,10
0,1,4217,6,0,1,320000,0,2009-06-10 10:48:07,378,3,1021,615,2,0.1364818302,0.8409542421,0.415882322,0.8938405044,0.2171436131,0.080827238,127.972,0.0420551701,0.4539993227,0.433799,0.496783,0.0,0.0,False,Electronic,Electronic,31,11,5
0,1,4217,6,0,1,320000,0,2009-06-10 10:48:09,420,0,1405,981,5,0.8951650492,0.8047993056,0.4687445557,0.9312681468,0.0926382069,0.0650604542,120.095,0.1728340083,0.4539993227,0.433799,0.496783,0.0,0.036313,False,Electronic,Electronic,31,11,6
0,0,8932,9,0,0,256000,0,2009-06-10 11:03:49,462,1,1687,1402,1,0.0026798893,0.739430337,0.8868960107,0.8897942224,0.0841737447,0.1082607675,130.085,0.706045428,0.4284816266,0.422764,0.461791,0.0,0.0,False,Electronic,Electronic,14,5,48
0,1,4217,6,0,1,320000,0,2009-06-10 11:04:12,335,1,921,616,3,0.0704277708,0.8972899184,0.4168095033,0.8102144441,0.1010052927,0.1829332306,125.071,0.6696127117,0.4539993227,0.433799,0.496783,0.0,0.0,False,Electronic,Electronic,31,11,10
0,0,3367,5,0,1,320000,0,2009-06-10 11:18:46,404,3,680,462,1,0.0114809171,0.6407545126,0.7908757702,0.8779885146,0.1060760511,0.092435147,84.004,0.5119298284,0.2609248328,0.186432,0.272583,0.0,0.0,False,Electronic,Electronic,10,20,10
0,0,3367,5,0,1,320000,0,2009-06-10 11:18:47,374,0,723,495,2,0.013461838,0.4378143848,0.7166756975,0.8012800584,0.0972273786,0.0618044459,125.21,0.3892099791,0.2609248328,0.186432,0.272583,0.0,0.0,False,Electronic,Electronic,10,20,6
0,0,3367,5,0,1,320000,0,2009-06-10 11:18:48,335,2,594,428,3,0.0284631489,0.8313274968,0.7568800365,0.7606029838,0.0812221655,0.1356802451,125.979,0.521254237,0.2609248328,0.186432,0.272583,0.0,0.0,False,Electronic,Electronic,10,20,8
0,0,2927,15,0,0,320000,0,2009-06-10 11:33:29,446,2,500,371,3,0.0078499525,0.7944996634,0.806766567,0.8983465641,0.101656351,0.1272450783,127.004,0.3207586352,0.2610569307,0.206125,0.272721,0.0,0.0,False,Electronic,Electronic,18,8,9
0,0,2927,15,0,0,320000,0,2009-06-10 11:33:29,459,1,469,326,4,0.0060270042,0.7155874187,0.7898659941,0.8838977649,0.0718173003,0.1141038586,128.004,0.0623754411,0.2500832372,0.257097,0.261257,0.00025,0.040604,False,Electronic,Electronic,18,14,17
0,0,2927,15,0,0,320000,0,2009-06-10 11:33:30,451,1,418,298,5,0.0295055862,0.7762860986,0.6765948165,0.8870540914,0.087380137,0.0899776946,124.017,0.7093197467,0.077461985,0.068689,0.080923,0.0005,0.065865,False,Electronic,Electronic,18,29,6
0,0,2927,15,0,0,320000,0,2009-06-10 11:33:31,464,1,729,550,6,0.2965129248,0.7638480446,0.675598543,0.9045573703,0.0959465211,0.0763129163,125.358,0.2956234923,0.3201352988,0.265399,0.334439,0.0,0.0,False,Electronic,Electronic,18,15,9
0,0,3367,5,0,1,320000,0,2009-06-10 11:38:54,374,4,2260,1989,4,0.001115455,0.8018572255,0.8927295943,0.9068883755,0.0846266431,0.0781120372,125.004,0.6320557691,0.2609248328,0.186432,0.272583,0.0,0.0,False,Electronic,Electronic,10,20,12
0,2,13514,46,0,1,256000,0,2009-06-10 12:08:55,429,1,687,523,1,0.0006417238,0.7768976771,0.5953191528,0.9108243775,0.111765424,0.0808509144,127.957,0.1442589995,0.4450960314,0.326906,0.464983,0.0,0.0,False,Electronic,Electronic,12,5,4
0,2,13514,46,0,0,256000,0,2009-06-10 12:08:56,424,4,559,386,6,0.0001727953,0.8121393473,0.7351398754,0.9121965413,0.0806069272,0.1814362126,126.046,0.6655754057,0.1134002567,0.076548,0.118467,0.00025,0.043313,False,Electronic,Electronic,12,12,5
0,0,2927,15,0,0,320000,0,2009-06-10 12:35:41,338,4,597,530,2,0.0002558223,0.8029121935,0.9355889808,0.902789474,0.1004412979,0.0703150752,124.974,0.9644879414,0.2512414864,0.206722,0.262467,0.00025,0.04425,False,Electronic,Electronic,18,14,9
0,0,2927,15,0,0,320000,0,2009-06-10 12:35:42,500,1,1178,875,1,0.0012965557,0.7645584586,0.5372744107,0.9330557428,0.6963045564,0.1003362962,125.998,0.2307346953,0.0970718144,0.191255,0.101409,0.0,0.0,False,Electronic,Electronic,18,10,22
0,0,7415,0,0,0,128000,0,2009-06-12 10:58:50,507,3,7395,6202,0,0.9778364653,0.0776643865,0.3628022845,0.9592880012,0.0631685288,0.0430679051,68.89,0.055754869,0.2860707207,0.425923,0.309651,0.0,0.0,False,Folk,Folk,34,11,10
0,0,7415,0,0,9,128000,0,2009-06-12 11:09:05,188,6,2476,1510,0,0.9954387125,0.1008456969,0.0080939345,0.9141967861,0.1192219368,0.0413685628,155.974,0.1710863399,0.316966865,0.255949,0.331129,0.0,0.0,False,Folk,Folk,34,12,9
0,0,4899,5,0,25,320000,0,2009-06-15 13:50:30,273,0,2703,665,1,0.2193237705,0.779658634,0.9433331165,0.8748989796,0.080786716,0.0497556004,130.076,0.7102088948,0.2957814338,0.207241,0.308997,0.0,0.0,True,Electronic,Electronic,10,9,9
0,0,4899,5,0,25,320000,0,2009-06-15 13:50:32,232,1,2648,1106,2,0.2858592143,0.7059009467,0.9357987135,0.5568900536,0.0927768793,0.0380405378,116.142,0.9502255496,0.2957814338,0.207241,0.308997,0.0,0.0,True,Electronic,Electronic,10,9,10
0,0,4899,5,0,25,320000,0,2009-06-15 13:50:34,246,0,2841,965,3,0.0605099865,0.6817167708,0.8840520417,0.8400810334,0.2910920185,0.0707557348,138.111,0.3975639976,0.2957814338,0.207241,0.308997,0.0,0.0,True,Electronic,Electronic,10,9,8
0,0,4899,5,0,25,320000,0,2009-06-15 13:50:34,267,2,4148,1144,4,0.6953944564,0.5684086326,0.9482662225,0.8845315033,0.1163819918,0.0451500917,130.578,0.7000413639,0.2957814338,0.207241,0.308997,0.0,0.0,True,Electronic,Electronic,10,9,9
0,0,4899,5,0,25,320000,0,2009-06-15 13:50:34,266,0,3896,1079,5,0.6021405464,0.939546126,0.5544498465,0.9033200343,0.1231704153,0.0468909148,121.859,0.5762097102,0.2957814338,0.207241,0.308997,0.0001666667,0.069692,True,Electronic,Electronic,10,9,11
0,0,1295,14,0,22,160000,0,2009-06-16 21:11:00,193,4,879,475,2,0.2177376751,0.1548116115,0.8110232223,0.9178732057,0.3554871308,0.0552854866,160.528,0.1238440458,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,18,18,9
0,0,1295,14,0,22,160000,0,2009-06-16 21:11:06,219,1,1037,509,8,0.100560948,0.2511393173,0.8657779983,0.8271502634,0.390207171,0.0883255991,137.308,0.1227704453,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,18,18,14
1,0,358,1,0,22,192000,0,2009-06-16 21:34:39,1724,2,1385,358,0,0.2477476362,0.067595336,0.4437439681,0.9695005043,0.1299497718,0.0492855571,175.511,0.0795504245,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,8,18,8
0,0,3196,3,1,1,256000,0,2009-06-17 07:55:51,476,2,954,1018,3,0.8595192334,0.2554149455,0.2183970213,0.9106039485,0.0855138695,0.068105092,204.511,0.1640514393,0.3237162991,0.305868,0.33818,0.0,0.0,False,Jazz,Jazz,40,17,11
0,0,3196,3,1,1,256000,0,2009-06-17 07:55:51,298,3,622,650,1,0.9223462042,0.2801457051,0.4995068942,0.8740592939,0.1086470153,0.0584600557,70.66,0.3347148615,0.3237162991,0.305868,0.33818,0.0,0.0,False,Jazz,Jazz,40,17,22
0,0,3196,3,1,1,256000,0,2009-06-17 07:55:52,896,4,1741,1537,2,0.825094812,0.1804433261,0.2698691742,0.9042686497,0.087753374,0.0391824714,70.929,0.0398474334,0.3237162991,0.305868,0.33818,0.0,0.0,False,Jazz,Jazz,40,17,88
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:07,48,0,1130,336,1,0.9903211627,0.1555873866,0.0995506848,0.9324837326,0.0726498992,0.0337799899,97.055,0.0733887511,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,19
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:20,183,0,1299,373,2,0.2937015025,0.4337191049,0.401694564,0.9185387201,0.0810889604,0.2717116382,224.281,0.6697411346,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,13
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:27,123,1,1039,268,4,0.1615274896,0.6113182498,0.2297682794,0.9302208064,0.0857142136,0.0638752789,157.921,0.9552713877,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,10
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:40,130,0,2739,448,5,0.0103463388,0.8280072853,0.4496186999,0.932385728,0.3634732217,0.099292934,100.51,0.4031010053,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,48
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:45,67,2,1054,282,6,0.7418897138,0.6896721528,0.4649420512,0.9481947819,0.2112926107,0.0602116569,210.907,0.8728208801,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,6
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:51,117,0,1303,185,7,0.6499461676,0.1294785064,0.0076191807,0.7492147449,0.1207848985,0.0391847864,95.953,0.0350990286,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,7
0,0,5485,15,1,13,320000,0,2009-06-17 08:50:57,66,1,1475,339,8,0.3058203523,0.627682366,0.8721817451,0.95678266,0.0977249346,0.107525616,149.21,0.9312253836,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,5
0,0,5485,15,1,13,320000,0,2009-06-17 08:51:05,87,0,1121,306,9,0.0015458495,0.8201693737,0.0917807145,0.0098394537,0.1020385271,0.092087955,43.988,0.2953427861,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,12
0,0,5485,15,1,13,320000,0,2009-06-17 08:51:10,93,0,817,321,10,0.0008832973,0.8095108218,0.3345310386,0.9534265947,0.0859861384,0.0651755199,86.169,0.7062283679,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,16
0,0,5485,15,1,13,320000,0,2009-06-17 08:51:24,97,1,1569,232,12,0.1634351188,0.7159880723,0.6634197795,0.9615317007,0.0890057,0.1023255579,51.969,0.5958248092,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,8
0,0,5485,15,1,13,320000,0,2009-06-17 08:51:29,76,2,835,277,13,0.4181049957,0.8203359826,0.04448615,0.714525308,0.099674897,0.0541286376,90.803,0.4210502932,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,6
0,0,5485,15,1,13,320000,0,2009-06-17 08:51:35,180,0,1623,353,14,0.6302492324,0.5955572789,0.1250260926,0.9094417402,0.0710969862,0.1028699641,191.822,0.1857504051,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,14
0,0,5485,15,1,13,320000,0,2009-06-17 08:52:12,66,0,925,208,15,0.9494992402,0.34142321,0.1537596274,0.7782583452,0.0755433945,0.0831137916,99.719,0.0359271291,0.3707699206,0.459622,0.420529,0.0,0.0,False,Hip-Hop,Hip-Hop,39,9,22
2,1,1870,2,0,22,192000,0,2009-06-17 10:10:45,200,12,2397,1353,1,0.923926352,0.2522790781,0.704216727,0.9728700043,0.08430711,0.0339548269,129.154,0.0376441217,0.3073409525,0.200567,0.321073,0.000125,0.037729,False,Rock,Rock,31,18,13
0,0,8510,13,0,4,128000,0,2009-06-18 10:29:33,336,0,507,434,11,0.1582405195,0.5593519623,0.696764264,1.2251e-06,0.1169982273,0.3203462582,171.398,0.5430149826,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,33
0,0,8510,13,0,4,128000,0,2009-06-18 10:29:34,247,0,746,650,1,0.0041635186,0.5818014127,0.6469221546,0.2387861145,0.0572019499,0.3815212482,90.637,0.5374100928,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,27
0,0,8510,13,0,4,128000,0,2009-06-18 10:29:34,248,1,886,802,2,0.5565568766,0.7479064459,0.4303038993,0.0065191552,0.1777777155,0.2563529857,86.961,0.3474112613,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,13
0,0,8510,13,0,4,128000,0,2009-06-18 10:29:35,251,0,580,476,3,0.2757869217,0.6780433589,0.2910955721,0.0003960812,0.1164642078,0.2178237567,88.036,0.8327029164,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,26
0,0,8510,13,0,4,224000,0,2009-06-18 10:29:38,193,0,701,572,6,0.3747555863,0.4401508277,0.3439707572,0.9072489882,0.1011377902,0.2931905782,101.579,0.250848503,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,18
0,0,8510,13,0,4,192000,1,2009-06-18 10:29:38,183,0,917,811,7,0.4240537731,0.4625048923,0.6319126167,0.0295326146,0.1796490547,0.1287875995,88.889,0.6043741044,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,21
0,0,8510,13,0,4,128000,0,2009-06-18 10:29:39,265,0,940,827,8,0.6243169816,0.7470235916,0.4534647093,0.0849798433,0.0852484388,0.1795132342,112.047,0.8494945207,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,8
0,0,8510,13,0,4,320000,0,2009-06-18 10:29:40,175,2,2297,1929,9,0.2527454717,0.2981333229,0.6417954576,0.0029658267,0.1473243323,0.1687921141,84.135,0.7886741556,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,7
0,0,8510,13,0,4,128000,0,2009-06-18 10:29:41,133,1,996,1071,10,0.1929459488,0.4758438186,0.6312259912,9.273e-06,0.1133075656,0.5949813036,75.313,0.268596391,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,11
0,0,8510,13,0,4,128000,0,2009-06-18 10:38:14,296,2,820,596,5,0.7168651346,0.5099942598,0.5535450906,5.25752e-05,0.0844544181,0.3860657983,168.428,0.5551689787,0.3658701922,0.605975,0.516945,0.0,0.0,False,Hip-Hop,Hip-Hop,15,5,15
1,0,1388,16,0,22,256000,0,2009-06-18 12:22:30,710,1,235,178,1,0.4658428188,0.2346842377,0.6443877441,0.9665561757,0.103061485,0.0432152913,135.772,0.0646969862,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,38,18,16
1,0,1388,16,0,22,256000,0,2009-06-18 12:22:30,168,0,129,75,2,0.3508197229,0.3686624721,0.5778649117,0.9280984214,0.1042445947,0.035950784,84.739,0.5442195725,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,38,18,9
1,0,1388,16,0,22,256000,0,2009-06-18 12:22:31,208,2,794,749,3,0.8880968049,0.1935670188,0.9166362588,0.9631631557,0.1375801538,0.0589488872,169.325,0.0545488031,0.3073409525,0.200567,0.321073,5.55556e-05,0.037729,False,Rock,Rock,38,18,13
1,0,1388,16,0,22,256000,0,2009-06-18 12:22:32,156,1,111,72,4,0.4311066796,0.27979421,0.9550031096,0.971587789,0.1362048865,0.0479656728,88.534,0.1575405913,0.3073409525,0.200567,0.321073,5.55556e-05,0.037729,False,Rock,Rock,38,18,4
1,0,1388,16,0,22,256000,0,2009-06-18 12:22:32,103,0,119,72,5,0.8651460131,0.1422206017,0.8858707003,0.9704686269,0.1158331518,0.0396320582,177.077,0.2392906197,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,38,18,27
1,0,1388,16,0,22,256000,0,2009-06-18 12:29:40,194,1,150,121,6,0.8590102227,0.267595061,0.7744123993,0.9713383773,0.1203480768,0.0349276788,132.816,0.2485595467,0.3073409525,0.200567,0.321073,0.000125,0.037729,False,Rock,Rock,38,18,13
1,0,1388,16,0,22,256000,0,2009-06-18 12:29:42,442,2,168,133,7,0.5022950313,0.1398441275,0.7382977069,0.9634215302,0.0941079325,0.0469551455,148.727,0.1085555128,0.3073409525,0.200567,0.321073,0.0,0.0,False,Rock,Rock,38,18,9
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:26,173,6,837,719,1,0.3641739761,0.452268171,0.3680374371,0.7568441485,0.1424865338,0.0321162417,102.124,0.8180942383,0.4166608313,0.439607,0.4596,0.0001787709,0.134454,False,Rock,Rock,69,13,17
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:26,157,7,348,325,2,0.4345838828,0.6826018839,0.3097111154,0.873328422,0.1108853726,0.0419374576,127.316,0.7501042344,0.4166608313,0.439607,0.4596,0.0001,0.127235,False,Rock,Rock,69,13,11
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:27,103,4,350,279,3,0.1057698135,0.4866847604,0.6214247746,0.8065620415,0.1427640008,0.0390456933,132.007,0.1573736275,0.4166608313,0.439607,0.4596,0.0,0.01131,False,Rock,Rock,69,13,11
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:28,123,5,289,232,4,0.1315593028,0.4475359728,0.4162269642,0.777671788,0.1200603838,0.03912407,139.892,0.5775797159,0.4166608313,0.439607,0.4596,7.03125e-05,0.05472,False,Rock,Rock,69,13,18
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:28,91,5,393,331,5,0.5914465946,0.5313412408,0.416204803,0.901678276,0.1133762321,0.0487399022,102.82,0.8507451918,0.4166608313,0.439607,0.4596,0.0,0.0,False,Rock,Rock,69,13,13
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:29,214,4,368,302,6,0.0094801328,0.405692025,0.4364477302,0.8756145717,0.1069057363,0.0309375469,88.491,0.5720078549,0.4166608313,0.439607,0.4596,0.0,0.0,False,Rock,Rock,69,13,20
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:31,201,4,240,283,7,0.3975216032,0.4580630051,0.205666242,0.3627638079,0.0901167469,0.0327827141,87.767,0.2340615441,0.4166608313,0.439607,0.4596,0.0,0.0,False,Rock,Rock,69,13,6
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:32,144,3,212,210,8,0.5840318408,0.5067583502,0.5079610432,0.0364261714,0.0979334553,0.0559927367,165.102,0.9632152456,0.4166608313,0.439607,0.4596,0.000115942,0.093527,False,Rock,Rock,69,13,22
1,2,3135,10,1,6,256000,0,2009-06-22 07:51:32,155,5,225,203,9,0.3576731222,0.5196210065,0.5165652345,0.8079122348,0.143402489,0.0336323236,131.414,0.5425462781,0.4166608313,0.439607,0.4596,0.0,0.0,False,Rock,Rock,69,13,21
1,2,3135,10,1,6,256000,0,2009-06-22 07:59:11,116,7,255,304,10,0.7019489842,0.5100170763,0.5511486558,0.8646458661,0.1211826867,0.0459935631,103.465,0.7948954358,0.4166608313,0.439607,0.4596,0.0,0.0,False,Rock,Rock,69,13,8
0,0,2952,14,0,2,256000,0,2009-06-22 10:51:18,121,0,581,352,1,0.5426422213,0.5100902079,0.8795808976,0.8154580603,0.0807373268,0.0378019341,114.916,0.8309759096,0.3880603937,0.224305,0.405399,6.45161e-05,0.068649,False,Rock,Rock,58,8,18
0,0,2952,14,0,2,256000,0,2009-06-22 10:51:20,173,0,333,193,2,0.2498947503,0.5185072423,0.8842871878,0.8188605955,0.3131480256,0.0321900954,94.301,0.9132890954,0.3880603937,0.224305,0.405399,0.0,0.0,False,Rock,Rock,58,8,6
